category	name	ro	istrim	autotrim	dbvalidated	count	json
validated	amine_and_amide_transesterification	[H][#7:21]([H])-[#6:1].[H][#7]=[#6:4](-[#6:3])-[#8:5]>>[#6:1]\[#7:21]=[#6:4](/[#6:3])-[#8:5]	null	FALSE	null	-1	"{""note"":""all examples do it intramolecularly to generate a pyrrole"",""confidence"":""high"",""name"":""amine_and_amide_transesterification"",""NRO"":true,""validation"":true}"
validated		[#6:1]-[#6:3](=O)-[#6:4]=[O:6].[H][#7:20]-[c:19]1[c:18][c:17][c:16][c:15][c:14]1-[#6:12](=[O:13])-[#6:11]([H])[C:10]([H])([#7:9])[#6:21]=[O:23]>>[H][C:3]([#6:1])([#7:9])[#6:4]=[O:6].[O:23]=[#6:21]-[c:10]1[c:11][c:12](=[O:13])[c:14]2[c:15][c:16][c:17][c:18][c:19]2[n:20]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:2][C:1]([H])([#6:6])[#6:3]=[O:5].[O:16]=[#6:15]-1-[c:14]2[c:13][c:12][c:11]([c:26][c:25]2-[#6:23](=[O:24])-[c:22]2[c:21][c:20][c:19]([c:18][c:17]-12)[S:27](=[O:29])=[O:30])[S:8](=[O:9])=[O:10]>>[#6:6]-[#6:1](=[O:2])-[#6:3]=[O:5].[H][#8:24]-[c:23]1[c:22]2[c:21][c:20][c:19]([c:18][c:17]2[c:15](-[#8:16][H])[c:14]2[c:13][c:12][c:11]([c:26][c:25]12)[S:8](=[O:9])=[O:10])[S:27](=[O:30])=[O:29]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
invalidated		[H][C:4]([#6:2])([#7:9])[#6:5]=[O:7].[H][C:10]([H])([H])[#6:11].[#6:15]-[#6:16](=O)-[#6:18]=[O:20]>>[#6:2]-[#6:4](=O)-[#6:5]=[O:7].[H][#8]-[#6:10](-[#6:11])=O.[H][C:16]([#6:15])([#7:9])[#6:18]=[O:20]	null	FALSE	null	-1	"{""note"":""bad data, not plausible, most likely curation error on normal transamination"",""confidence"":""high"",""validation"":false}"
validated		[#8:62][P:61]([#8:63])(=[O:64])[#8:60]-[#15:57]=[O:59].[#8:147]-[#15:145]=[O:148]>>[#8:60]-[#15:57]=[O:59].[#8:62][P:61]([#8:63])(=[O:64])[#8:147]-[#15:145]=[O:148]	null	FALSE	null	-1	"{""note"":""this is a phosphodiester exchange, but RO should include the full phosphate"",""confidence"":""high"",""aam"":true,""validation"":true}"
invalidated		[#6:6]-[c:5]1[c:7][c:1][c:2][c:3][c:4]1.[O:11]=[#6:10]\[#6:12]=[#6:13]\[#6:14]=[O:16]>>[O:16]=[#6:14]-[#6:13]-[#6:12](-[#6:6]-[c:5]1[c:7][c:1][c:2][c:3][c:4]1)-[#6:10]=[O:11]	null	FALSE	null	-1	"{""note"":""I doubt this happens"",""confidence"":""low"",""validation"":false}"
validated	hydrate_to_acid	[H][#8:5][C:4]([H])([#6:6])[#8:3]>>[#6:6]-[#6:4](-[#8:3])=[O:5]	null	FALSE	null	-1	"{""note"":""Overly abstract.  All examples are in the context of a glycosidic bond leading to an ester. Putting in an NRO tag for this, indicating it would best be handled by calculating the NRO"",""confidence"":""low"",""name"":""hydrate_to_acid"",""NRO"":true,""validation"":true}"
invalidated		[#6:2]-[#6:1]-[#6:10]-[#7:9]>>[#6:10]-[#6:1](-[#6:2])-[#7:9]	null	FALSE	null	-1	"{""note"":""this might be real, but I don't see how it could work, and I suspect it's an error"",""confidence"":""low"",""validation"":false}"
validated	enol_phosphate_transesterification	[#8:8][P:7]([#8:9])(=[O:10])[#8:2]-[#6:1](=[#6:6])-[#6:3]=[O:5].[#6:12]-[#8:11]>>[#6:6]-[#6:1](=[O:2])-[#6:3]=[O:5].[#6:12]-[#8:11][P:7]([#8:8])([#8:9])=[O:10]	null	FALSE	null	-1	"{""note"":""all reactions involve PEP"",""confidence"":""high"",""name"":""enol_phosphate_transesterification"",""nro"":true,""validation"":true}"
validated		[H][c:21]1[c:22][c:24][c:26][c:28][c:20]1>>[H]C([H])([H])[c:21]1[c:22][c:24][c:26][c:28][c:20]1	null	FALSE	null	-1	"{""note"":""The chemistry is right, but the RO does not iclude adjacent hydroxyl groups on the ring that are likely necessary for this to occur. NRO would capture this"",""confidence"":""low"",""nro"":true,""validation"":true}"
invalidated		[#6:1]-[#6:3](=[O:8])-[#6:4]=[O:6].[H][#6:10](-[#6:9])-[#6:11](-[#6:12])[C:13]([H])([#7:14])[#6:15]=[O:17]>>[H][C:3]([#6:1])([#7:14])[#6:4]=[O:6].[H][#6:11](-[#6:10](-[#6:9])-[#6:12])-[#6:13](=[O:8])-[#6:15]=[O:17]	null	FALSE	null	-1	"{""note"":""looks like an error describing skeleton"",""confidence"":""high"",""validation"":false}"
invalidated	allene_reaction	[#6:5]-[#6-:1]-[#6:2]=[C:3]=[#6:4].[H][#6:8](-[#6:7])-[c:9]1[c:10][c:11][c:12][c:14][c:15]1>>[H][#6:3](=[#6:4])\[#6:2]=[#6:1]/[#6:5].[H][#8]-[#6:8](-[#6:7])-[c:9]1[c:10][c:11][c:12][c:14][c:15]1	null	FALSE	null	-1	"{""note"":""uncommon cyclic allene doing weird chemistry. Would need to check primary reference and see what's up here. It's rare and suspect"",""confidence"":""low"",""name"":""allene_reaction"",""validation"":false}"
validated		[H][#8]-[#6]([H])=O.[#6:4]-[n+:5]1[c:6]2[c:7][c:8][c:9][c:10][c:11]2[n:12][c:13]2[c:14][c:15][c:16][c:17][c:18]12>>[H][#7:12]-1-[c:11]2[c:10][c:9][c:8][c:7][c:6]2-[#7:5](-[#6:4])-[c:18]2[c:17][c:16][c:15][c:14][c:13]-12	null	FALSE	null	-1	"{""confidence"":""med"",""validation"":true}"
validated		[c:26]1[c:27][c:28][c:29]2[n:30][c:31]3[c:32][c:33][c:34][c:35][c:36]3[n:37][c:38]2[c:39]1>>[H][#7:30]-1-[c:29]2[c:28][c:27][c:26][c:39][c:38]2-[#7:37]([H])-[c:36]2[c:35][c:34][c:33][c:32][c:31]-12.[H][#8]-[#6](=O)C([H])([H])C([H])([H])C([H])([#7]=[#6](-[#8][H])C([H])([H])C([H])([H])C([H])([#7]=[#6](-[#8][H])C([H])([#8]P(=O)([#8][H])[#8]C([H])([H])C([H])([#8][H])C([H])([#8][H])C([H])([#8][H])C([H])([H])n1c2nc(-[#8][H])nc(-[#8][H])c2c([H])c2c([H])c([H])c(=O)c([H])c12)C([H])([H])[H])[#6](=O)-[#8][H])[#6](=O)-[#8][H]	null	FALSE	null	-1	"{""note"":""not sure what coenzyme F is or does"",""confidence"":""low"",""validation"":true}"
validated		[#6:1]\[#6:2]=[#6:3]/[#6:4]-[#6:5]=[O:6]>>[#6:1]-[#6:2]\[#6:3]=[#6:4]\[#6:5]=[O:6]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated	allylic_rearrangement_to_conjugated_diene	[#6:10]\[#6:9]=[#6:8]/[#6:7]-[#6:6]=[#6:5]>>[#6:10]-[#6:9]\[#6:8]=[#6:7]\[#6:6]=[#6:5]	null	FALSE	null	-1	"{""note"":""both cis and trans mixture are described, but the ERO only captures trans as product, presumably because they collapse when I ignore stereochemistry. Nothing wrong with the mechanism, but flagging the mixed products"",""mixed_products"":true,""confidence"":""high"",""name"":""allylic_rearrangement_to_conjugated_diene"",""validation"":true}"
validated		[#6:5]-[#6:4]\[#6:2](-[#6:3])=[#6:1]\[#6:7]>>[#6:7]-[#6:1]\[#6:2](-[#6:3])=[#6:4]\[#6:5]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H]\[#6:9](-[#6:1])=[#7:8]\[#6:4]>>[H][#7:8]([H])-[#6:4].[H][#8]-[#6:9](-[#6:1])=O	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#7]([H])[C:3]([H])([#6:4])[#6:1]=[O:2].[c:18]1[c:17][c:30][c:29]2[s+:28][c:27]3[c:26][c:25][c:24][c:23][c:22]3[n:21][c:20]2[c:19]1>>[#6:4]-[#6:3](=O)-[#6:1]=[O:2].[H][#7:21]-1-[c:20]2[c:19][c:18][c:17][c:30][c:29]2-[#16:28]-[c:27]2[c:26][c:25][c:24][c:23][c:22]-12	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[H][#8:3]-[#6:2].[H][#6:8](-[#8:9])-[#6:6](-[#6:4])=[O:7]>>[H][#8:7][C:6]([H])([#6:4])[#6:8](-[#8:9])-[#8:3]-[#6:2].[H][#8]C([H])([H])C1([H])[#8]C([H])([#8][H])C([H])([#8][H])C1([H])[#8][H]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:1](-[#6:2])-[#8:12].[H][#8:9]-[#6:8]-[#6:10]=[O:11]>>[H][#8:11]-[#6:10]([H])-[#6:8]-[#8:9]-[#6:1](-[#6:2])-[#8:12]	null	FALSE	null	-1	"{""note"":""need to take into account the ring. The adjacent hydroxyl is not involved.  I thought this was a spontaneous reaction"",""confidence"":""med"",""nro"":true,""validation"":true}"
validated		[H][#6:3]\[#6:2](-[#6:4])=[#6:1]/[#6:20]-[#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8][H]>>[#6:4]-[#6:2](=[#6:3])-[#6:1]=[#6:20]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:3]-[#6:2].[H][#8:9]-[#6:8].[#6:4]-[#8:5][P:13]([#8:14])([#8:15])=[O:16]>>[H][#8:5]-[#6:4].[#6:2]-[#8:3][P:13]([#8:14])([#8:15])=[O:16].[H][#8]P(=O)([#8][H])[#8:9]-[#6:8]	null	FALSE	null	-1	"{""note"":""simple phosphate hydrolysis"",""confidence"":""high"",""aam"":true,""validation"":true}"
validated		[H][#6:4](-[#6:2])=[O:5].[O:21]=[#6:20]-1-[#6:19]=[#6:18]-[#6:17](-[#6:23]=[#6:22]-1)=[#7:16]-[c:12]1[c:11][c:9][c:8][c:14][c:13]1>>[H][#8:5]-[#6:4](-[#6:2])=O.[H][#8:21]-[c:20]1[c:19][c:18][c:17]([c:23][c:22]1)-[#7:16]([H])-[c:12]1[c:11][c:9][c:8][c:14][c:13]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:1](-[#6:3])=[O:2].[Cl:15][#6:14]-1=[#6:13]-[#6:12](-[#6:20]=[#6:18]([Cl:19])-[#6:16]-1=[O:17])=[#7:11]-[c:8]1[c:7][c:6][c:5][c:10][c:9]1>>[H][#8:2]-[#6:1](-[#6:3])=O.[H][#8:17]-[c:16]1[c:14]([Cl:15])[c:13][c:12]([c:20][c:18]1[Cl:19])-[#7:11]([H])-[c:8]1[c:7][c:6][c:5][c:10][c:9]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8]-[#6:9](=[O:11])[C:1]([H])([#8:2])[C:3]([H])([H])[#8:4]>>[H][#6:9]([H])=[#6:1](-[#8:2])-[#6:3](-[#8:4])=[O:11]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:1]-[#6:3]=[O:4].[H][#6:7](=[O:6])-[c:8]1[c:9][c:10][c:11][c:12][c:13]1>>[H][#8:4]-[#6:3](-[#6:1])-[#6:7](=[O:6])-[c:8]1[c:9][c:10][c:11][c:12][c:13]1.[H][#8]C([H])([#6](=O)C([H])(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H]	null	FALSE	null	-1	"{""confidence"":""med"",""validation"":true}"
validated	primary_amine_alkylation_to_secondary_amine	[H][#7:10]-[#6:1]>>[H]C([H])([H])[#7:10]-[#6:1]	null	FALSE	null	-1	"{""note"":""all instances the alkyl is methyl"",""confidence"":""high"",""name"":""primary_amine_alkylation_to_secondary_amine"",""nro"":true,""validation"":true}"
validated		[#6:7]-[c:6]1[c:5][c:4][c:3][c:2](-[#8:1])[c:57]1-[#8:58]>>[H][#8]-[#6:4]-1-[#6:5]=[#6:6](-[#6:7])[C:57]([H])([#8:58])[#6:2](-[#8:1])=[#6:3]-1	null	FALSE	null	-1	"{""note"":""probably fine, but unfamiliar with it and unsure"",""confidence"":""low"",""validation"":true}"
validated		[H][C:1]([#6:5])([#7:6])[#6:2]=[O:4]>>[#6:5]-[#6:1](=O)-[#6:2]=[O:4].[H][#8]-c1c(nc([H])c(c1C([H])([H])[#7:6])C([H])([H])[#8]P(=O)([#8][H])[#8][H])C([H])([H])[H]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated	transamination	[H][C:3]([#6:1])([#7:8])[#6:4]=[O:6]>>[#6:1]-[#6:3](=O)-[#6:4]=[O:6].[H][#8]-[#6](=O)C([H])([H])C([H])([H])C([H])([#7:8])[#6](=O)-[#8][H]	null	FALSE	null	-1	"{""note"":""add the product cofactor glutamate"",""confidence"":""high"",""cofactor"":true,""name"":""transamination"",""validation"":true}"
validated		[H][#6:7](-[#6:1])-[#7:6]>>[#6:1]-[#6:7]=O.[H][#8]-[#6](=O)C([H])([H])C([H])([H])C([H])([#7:6])[#6](=O)-[#8][H]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[H][#6:2]=[O:1].[#6:4]-[#6:6]=[O:7]>>[H][#8:1]-[#6:2]=O.[H][#8:7]-[#6:6]([H])-[#6:4]	null	FALSE	null	-1	"{""note"":""add aldeyde to formate as cofactor pairing"",""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[#6:6]-[#6:1](=[O:2])-[#6:3]=[O:5].[H][C:11]1([#6:10]=[#6:9]-[#7:8](-[#6:7])-[#6:13]=[#6:12]1)[C:14]1([H])[#6:15]=[#6:16]-[#7:17](-[#6:18])-[#6:25]=[#6:26]1>>[H][#8:2][C:1]([H])([#6:6])[#6:3]=[O:5].[#6:7]-[n+:8]1[c:13][c:12][c:11]([c:10][c:9]1)-[c:14]1[c:15][c:16][n+:17](-[#6:18])[c:25][c:26]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8:20]-[#6:19].[H][#8]-[#6:47](-[#6:46])=[O:49]>>[#6:19]-[#8:20]-[#6:47](-[#6:46])=[O:49]	null	FALSE	null	-1	"{""note"":""carboxylate attacking the allylic position of allyl-pyrophosphate, aam for the attacking oxygen is incorrect"",""confidence"":""high"",""nro"":true,""aam"":true,""validation"":true}"
validated		[H][#8]-[#6:1](=[O:2])-[c:3]1[c:9][c:8][c:6][c:5][c:4]1.[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8:56]-[#6:55]>>[#6:55]-[#8:56]-[#6:1](=[O:2])-[c:3]1[c:9][c:8][c:6][c:5][c:4]1	null	FALSE	null	-1	"{""note"":""the allyl groups need to be included"",""confidence"":""high"",""nro"":true,""validation"":true}"
validated	vinyl_methylation	[H][#6:3](-[#6:4])=[#6:1](-[#6:28])-[#6:2]>>[H][#6]([H])=[#6:3](-[#6:4])[C:1]([H])([#6:28])[#6:2]	null	FALSE	null	-1	"{""note"":""This is mechanistically explainable but not very likely in terms of the nucleophilicity of the attacking group "",""confidence"":""low"",""name"":""vinyl_methylation"",""validation"":true}"
validated		[H][c:6]1[c:7][c:1][c:2][c:3][c:4]1.[H][#8:32]-[#6:31]-1=[#7:30][C:29]2([H])[#7:36](-[#6:37])-[c:50]3[c:51][c:52][c:24][c:25][c:26]3-[#7:27]=[#6:28]2-[#6:34](-[#8:35])=[#7:33]-1>>[H][#8]-[c:6]1[c:7][c:1][c:2][c:3][c:4]1.[#6:37]-[n:36]1[c:50]2[c:51][c:52][c:24][c:25][c:26]2[n:27][c:28]2[c:34](-[#8:35])[n:33][c:31](=[O:32])[n:30][c:29]12	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[#8:11]-[c:10]1[c:9][c:8][c:14][c:13][c:12]1.[#8:41][S:40](=[O:42])(=[O:43])[#8:39]-[#15:36]=[O:38]>>[#8:41][S:40](=[O:42])(=[O:43])[#8:11]-[c:10]1[c:9][c:8][c:14][c:13][c:12]1.[#8:39]-[#15:36]=[O:38]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[H][#8:11]-[c:10]1[c:9][c:8][c:14][c:13][c:12]1.[H][#8]C1([H])C([H])([#8]C([H])(C([H])([H])[#8]P(=O)([#8][H])[#8][S:40]([#8:41])(=[O:42])=[O:43])C1([H])[#8]P(=O)([#8][H])[#8][H])n1c([H])nc2c(nc([H])nc12)-[#7]([H])[H]>>[#8:41][S:40](=[O:43])(=[O:42])[#8:11]-[c:10]1[c:9][c:8][c:14][c:13][c:12]1	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[#6:20]-[#6:19]=[#6:18]-[#6:17]-[#6:16]=[#6:15]>>[#6:20]-[#6:19](-[#8]-[#8])-[#6:18]=[#6:17]-[#6:16]=[#6:15]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:7]\[#6:8]=[#6:9]/[#6:10]-[#6:11]=[#6:12]>>[#6:7]-[#6:8](-[#8])\[#6:9]=[#6:10]\[#6:11]=[#6:12]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:13]\[#6:12]=[#6:11]/[#6:10]-[#6:9]=[#6:8]>>[#6:13]-[#6:12](-[#8]-[#8])-[#6:11]=[#6:10]-[#6:9]=[#6:8]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:2]-[#6:1]([H])-[#6:3].[#6:13]-[#6:12]-1=[#6:18](-[#6:19])-[#6:20](=[O:21])-[#6:6](-[#8:5])=[#6:7](-[#8:8])-[#6:10]-1=[O:11]>>[#6:3]-[#6:1]=[O:2].[H][#8:21]-[c:20]1[c:18](-[#6:19])[c:12](-[#6:13])[c:10](-[#8:11][H])[c:7](-[#8:8])[c:6]1-[#8:5]	null	FALSE	null	-1	"{""note"":""add menaquinones as cofactors"",""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated	secondary_alcohol_oxidation_to_ketone	[#6:1]-[#6:2](-[#6:4])-[#8:3].[#6:20]-[#6:19]-1=[#6:60](-[#6:61])-[#6:62](=[O:63])-[#6:13](-[#8:12])=[#6:14](-[#8:15])-[#6:17]-1=[O:18]>>[#6:1]-[#6:2](-[#6:4])=[O:3].[#6:61]-[c:60]1[c:19](-[#6:20])[c:17](-[#8:18])[c:14](-[#8:15])[c:13](-[#8:12])[c:62]1-[#8:63]	null	FALSE	null	-1	"{""note"":""menaquinone cofactors should be added to cofactor list, then this will collapse to a simpler RO"",""confidence"":""high"",""cofactor"":true,""name"":""secondary_alcohol_oxidation_to_ketone"",""validation"":true}"
validated		[#6:6]-[#6:4](-[#8:3])-[#8:5].[#6:22]-[#6:21]-1=[#6:62](-[#6:63])-[#6:64](=[O:65])-[#6:15](-[#8:14])=[#6:16](-[#8:17])-[#6:19]-1=[O:20]>>[#6:6]-[#6:4](-[#8:3])=[O:5].[#6:63]-[c:62]1[c:21](-[#6:22])[c:19](-[#8:20])[c:16](-[#8:17])[c:15](-[#8:14])[c:64]1-[#8:65]	null	FALSE	null	-1	"{""note"":""hydrate should be an aldehyde, abstract the cofactor??"",""confidence"":""high"",""hydrate"":true,""validation"":true}"
validated		[H][#8:26]-[#6:25].[H][#8]-c1nc(=O)n(c([H])c1[H])C1([H])[#8]C([H])(C([H])([H])[#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:38](-[#6:64])-[#8:37])C([H])([#8][H])C1([H])[#8][H]>>[#6:25]-[#8:26]-[#6:38](-[#6:64])-[#8:37]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:4]-[#6:3](-[#8:8])-[#6:1]=[O:2].[#6:60]-[#6:61]-[#6:62]=[O:64]>>[#6:4]-[#6:3]-[#6:1]=[O:2].[#6:60]-[#6:61](-[#8:8])-[#6:62]=[O:64]	null	FALSE	null	-1	"{""confidence"":""high"",""aam"":true,""validation"":true}"
validated		[#6:4]-[#6:5](-[#6:6])-[#8:11].[#6:62]-[#6:63]-[#6:64]>>[#6:4]-[#6:5]-[#6:6].[#6:62]-[#6:63](-[#6:64])-[#8:11]	null	FALSE	null	-1	"{""note"":""this is a phosphate transfer, has wrong RO, but data is valid"",""confidence"":""high"",""aam"":true,""validation"":true}"
validated	pyranose_to_furanose	[#6:7]-[#8:8]-[#6:1](-[#8:11])-[#6:2](-[#6:3])-[#8:16]>>[#6:7]-[#8:8][C:2]([#6:3])([#8:16])[#6:1]-[#8:11]	null	FALSE	null	-1	"{""note"":""need to include the rings"",""confidence"":""high"",""name"":""pyranose_to_furanose"",""nro"":true,""validation"":true}"
validated	ester_hydrolysis_to_acid_and_alcohol	[#6:17]-[#6:18]-[#8:20]-[#6:19]=[O:22]>>[H][#8]-[#6:18]-[#6:17].[H][#8:20]-[#6:19]=[O:22]	null	FALSE	null	-1	"{""note"":""Chemistry is likely fine in any context, but all instances are of lactones between 5 and 7 membered. A ring constraint is a strong NRO component"",""confidence"":""medium"",""name"":""ester_hydrolysis_to_acid_and_alcohol"",""nro"":true,""validation"":true}"
validated		[#8:12]-[#6:1](=[O:13])-[#6:2]=[#6:3]-[c:4]1[c:5][c:6][c:7][c:9][c:11]1>>[H][#8]-[#6](=[#7]C([H])([H])C([H])([H])[#6](-[#8:12])=[#7]C([H])([H])C([H])([H])[#16]-[#6:1](=[O:13])-[#6:2]=[#6:3]-[c:4]1[c:5][c:6][c:7][c:9][c:11]1)C([H])([#8][H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]C([H])([H])C1([H])[#8]C([H])(n2c([H])nc3c(nc([H])nc23)-[#7]([H])[H])C([H])([#8][H])C1([H])[#8]P(=O)([#8][H])[#8][H]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		Cl[c:2]1[c:1][c:8][c:6][c:4][c:3]1.[H][#16:20]-[#6:19]>>[H][c:2]1[c:3][c:4][c:6][c:8][c:1]1.[H][#8]-[#6](=O)C([H])([H])[#7]=[#6](-[#8][H])C([H])([#7]=[#6](-[#8][H])C([H])([H])C([H])([H])C([H])([#7]([H])[H])[#6](=O)-[#8][H])C([H])([H])[#16]-[#16:20]-[#6:19]	null	FALSE	null	-1	"{""note"":""Odd reaction, but looks balanced"",""confidence"":""low"",""validation"":true}"
validated		[H][#6:1](-[#6:2])=[O:9].[#6:10]-[n+:17]1[c:18][c:19][c:20]([c:21][c:22]1)-[c:23]1[c:24][c:25][n+:26](-[#6:27])[c:34][c:35]1>>[H][#8]-[#6:1](-[#6:2])=[O:9].[H][C:20]1([#6:21]=[#6:22]-[#7:17](-[#6:10])-[#6:18]=[#6:19]1)[C:23]1([H])[#6:24]=[#6:25]-[#7:26](-[#6:27])-[#6:34]=[#6:35]1	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[#6:7]-[#6:8]=[#6:9]-[#6:10]=[#6:11]-[#6:12]=[#6:13]-[#6:14]-1-[#6:15]-[#8:23]-1>>[H][#8:23]-[#6:15]-[#6:14]=[#6:13]-[#6:12]=[#6:11]-[#6:10]=[#6:9]-[#6:8](-[#6:7])-[#8][H]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:4]-[#6:3](=O)-[#6:1]=[O:2].[H][#7:13]([H])-[#6:14].[H][C:19]([#6:18])([#7:20])[#6:21]=[O:23]>>[H][C:3]([#6:4])([#7:20])[#6:1]=[O:2].[#6:14]\[#7:13]=[#6:19](/[#6:18])-[#6:21]=[O:23]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][c:6]1[c:7][c:8][c:3][c:4][c:5]1.[#7:29]-[c:28]1[n:27][c:25](=[#7:26])[n:24][c:22](-[#8:23])[c:21]1-[#7:20]>>[H][#8]-[c:6]1[c:7][c:8][c:3][c:4][c:5]1.[H][#8][C:21]1([#7:20])[#6:22](-[#8:23])=[#7:24]-[#6:25](=[#7:26])-[#7:27][C:28]1([H])[#7:29]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated	sugar_phosphate_to_nucleotide_sugar	[H][#8]P(=O)([#8][H])[#8:5]-[#6:4].[H][#8]P(=O)([#8][H])[#8][P:36]([#8:35])([#8:37])=[O:38]>>[#6:4]-[#8:5][P:36]([#8:35])([#8:37])=[O:38]	null	FALSE	null	-1	"{""note"":""The substrate cofactor NTP should be added to cofactor list"",""confidence"":""high"",""cofactor"":true,""name"":""sugar_phosphate_to_nucleotide_sugar"",""validation"":true}"
validated	alcohol_phosphate_hydrolysis_to_alcohol	[H][#8:9]-[#6:8].[#6:4]-[#8:5][P:13]([#8:14])([#8:15])=[O:16].[H][#8]P(=O)([#8][H])[#8:11]-[#6:10]>>[H][#8:5]-[#6:4].[H][#8:11]-[#6:10].[#6:8]-[#8:9][P:13]([#8:14])([#8:15])=[O:16]	null	FALSE	null	-1	"{""note"":""bad AAM caused by radial symmetry of carbon backbone, is a simple phosphate hydrolysis rxn"",""confidence"":""high"",""name"":""alcohol_phosphate_hydrolysis_to_alcohol"",""aam"":true,""validation"":true}"
validated		[H][#8:14]-[#15:13]=[O:16].[H][#8][P:22]([#8:21])(=[O:24])[#8:25]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8][H]>>[H][#8:25][P:22]([#8:21])(=[O:24])[#8:14]-[#15:13]=[O:16]	null	FALSE	null	-1	"{""note"":""good data, bad abstraction of rare cofactor leads to bad RO"",""confidence"":""high"",""cofactor"":true,""aam"":true,""validation"":true}"
validated		[H][#8][C:5]([#6:6])([#6:10]=[O:12])[C:1]([H])([#6:13])[#6:2]=[O:4]>>[#6:13]-[#6:1](-[#6:2]=[O:4])=[#6:5](-[#6:6])-[#6:10]=[O:12]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8][C:1]([#6:9])([#6:6]=[O:8])[#6:2]([H])-[#6:3]=[O:5]>>[#6:9]\[#6:1](-[#6:6]=[O:8])=[#6:2]/[#6:3]=[O:5]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:4]-[#6:1](-[#6:2])-[#8:3].[#6:19]-[n:20]1[c:21]2[c:22][c:23][c:25][c:26][c:27]2[c:28][c:29]2[c:30][n:32][c:33](=[O:34])[n:35][c:36]12>>[#6:4]-[#6:1](-[#6:2])=[O:3].[#6:19]-[#7:20]-1-[c:21]2[c:22][c:23][c:25][c:26][c:27]2-[#6:28]-[c:29]2[c:30][n:32][c:33](-[#8:34])[n:35][c:36]-12	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:12]-[#6:1]=[O:2]>>[H][#8]C1([H])C([H])([#8]C([H])(C([H])([H])[#8]P(=O)([#8][H])[#8:12]-[#6:1]=[O:2])C1([H])[#8][H])n1c([H])nc2c(nc([H])nc12)-[#7]([H])[H]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
